Split,Image,ClassGT,Class,CenterX,CenterY,RadiusX,RadiusY,Angle,WorkTime
test,3798.png,4,4,47.16666667,37.5,24.5,27.83333333,0.0,129
test,3800.png,4,4,55.86936164,42.35700712,34.10098447,34.69034045,0.0,22
test,3800.png,4,4,54.33333333,51.5,21.33333333,21.5,0.0,18
test,3800.png,4,4,50.5,47.16666667,22.16666667,29.16666667,0.0,14
test,3808.png,4,4,35.97056275,33.17640687,33.63722942,33.17640687,0.0,34
test,3808.png,4,4,27.5,18.66666667,14.5,17.66666667,0.0,11
test,3808.png,4,4,28.97056275,19.0,14.97056275,16.33333333,0.0,14
test,3838.png,4,4,53.17267306,42.5,32.83933972,32.5,0.0,14
test,3838.png,4,4,50.80389608,39.05389608,34.13722942,34.05389608,0.0,30
test,3838.png,4,4,54.05140687,42.92640687,32.05140687,33.2597402,0.0,7
test,3842.png,4,4,28.16666667,11.5,13.16666667,9.166666667,0.0,14
test,3842.png,4,4,29.66666667,15.16666667,20.33333333,15.16666667,0.0,11
test,3842.png,4,8,31.83333333,13.33333333,19.5,13.33333333,0.0,19
test,3843.png,4,4,84.16666667,35.66666667,14.83333333,13.66666667,0.0,53
test,3843.png,4,4,83.5,35.83333333,10.83333333,11.83333333,0.0,8
test,3843.png,4,4,84.5,36.0,12.16666667,16.0,0.0,19
test,3846.png,4,4,34.21807354,31.55389608,32.8847402,32.55389608,0.0,15
test,3846.png,4,4,26.16666667,31.33333333,19.5,19.0,0.0,9
test,3846.png,4,4,26.86017306,20.13722942,30.52683972,24.80389608,0.0,17
test,385.png,4,4,25.83333333,26.83333333,19.16666667,17.16666667,0.0,23
test,385.png,4,4,27.0,34.92640687,30.66666667,34.59307354,0.0,11
test,385.png,4,4,23.33333333,24.83333333,23.0,17.5,0.0,67
test,3851.png,4,4,43.80389608,30.1347402,32.47056275,32.46807354,0.0,12
test,3851.png,4,4,42.66666667,20.0,20.66666667,23.0,0.0,20
test,3851.png,4,4,42.5,21.33333333,20.16666667,20.0,0.0,161
test,3854.png,4,4,48.17640687,43.55140687,34.5097402,34.21807354,0.0,11
test,3854.png,4,4,48.33333333,44.84307354,33.0,33.5097402,0.0,8
test,3854.png,4,4,51.66666667,53.41666667,28.33333333,20.41666667,0.0,8
test,386.png,4,4,60.7597402,46.66666667,34.7597402,31.33333333,0.0,31
test,386.png,4,4,57.09307354,37.83333333,31.7597402,27.83333333,0.0,56
test,386.png,4,4,61.83333333,43.33333333,33.16666667,31.33333333,0.0,126
test,3862.png,4,4,25.33333333,30.0,20.66666667,18.66666667,0.0,11
test,3862.png,4,4,29.02943725,35.5,27.63722942,25.16666667,0.0,20
test,3862.png,4,4,27.0,33.83333333,23.33333333,28.5,0.0,7
test,3874.png,4,4,84.16666667,30.0,13.16666667,13.0,0.0,10
test,3874.png,4,4,83.16666667,28.83333333,13.83333333,12.83333333,0.0,28
test,3874.png,4,4,74.33333333,21.16666667,12.0,8.166666667,0.0,35
test,391.png,4,4,67.83333333,24.5,24.16666667,21.5,0.0,14
test,391.png,4,4,71.0,27.0,17.66666667,17.66666667,0.0,11
test,391.png,4,4,71.66666667,30.83333333,13.0,15.83333333,0.0,13
test,3911.png,4,5,28.0,25.97056275,28.33333333,32.63722942,0.0,26
test,3911.png,4,6,32.75735931,34.16666667,32.85043285,32.5,0.0,330
test,3911.png,4,4,22.16666667,20.16666667,13.16666667,11.5,0.0,28
test,3912.png,4,4,85.5,24.0,11.83333333,14.0,0.0,13
test,3912.png,4,4,85.83333333,25.5,13.83333333,13.83333333,0.0,17
test,3912.png,4,4,80.0,31.5,18.0,23.5,0.0,11
test,3914.png,4,4,33.5,18.66666667,16.5,16.66666667,0.0,15
test,3914.png,4,4,32.16666667,17.0,16.5,15.33333333,0.0,11
test,3914.png,4,4,42.47056275,34.17640687,34.80389608,34.5097402,0.0,264
test,3938.png,4,4,38.30389608,56.5,32.97056275,23.16666667,0.0,30
test,3938.png,4,4,25.5,55.72056275,20.83333333,17.38722942,0.0,18
test,3938.png,4,4,27.16666667,63.0,17.16666667,11.33333333,0.0,9
test,394.png,4,4,28.33333333,53.19350639,23.66666667,25.86017306,0.0,16
test,394.png,4,4,33.05140687,47.4277598,33.3847402,32.40557354,0.0,45
test,394.png,4,4,29.66666667,49.5,26.0,22.83333333,0.0,292
test,3960.png,4,4,19.33333333,38.83333333,12.66666667,15.83333333,0.0,15
test,3960.png,4,4,18.0,39.5,14.0,14.16666667,0.0,16
test,3960.png,4,4,34.56850639,45.5097402,33.56850639,34.5097402,0.0,23
test,4.png,4,4,44.59307354,35.3847402,32.59307354,33.3847402,0.0,105
test,4.png,4,4,37.0,34.33333333,23.33333333,23.33333333,0.0,17
test,4.png,4,4,36.66666667,25.5,32.33333333,31.83333333,0.0,11
test,4003.png,4,4,43.66666667,22.83333333,24.66666667,22.5,0.0,18
test,4003.png,4,4,42.66666667,20.83333333,19.66666667,24.5,0.0,8
test,4003.png,4,4,47.5,22.83333333,25.16666667,22.83333333,0.0,12
test,4014.png,4,4,40.17640687,44.16666667,34.17640687,22.83333333,0.0,142
test,4014.png,4,4,23.13722942,35.83333333,18.13722942,18.83333333,0.0,35
test,4014.png,4,4,22.33333333,41.0,22.66666667,25.66666667,0.0,22
test,4023.png,4,4,43.5,23.66666667,11.5,18.33333333,0.0,13
test,4023.png,4,4,45.33333333,24.33333333,17.66666667,18.0,0.0,12
test,4023.png,4,4,45.66666667,20.5,21.0,20.83333333,0.0,196
test,4032.png,4,4,55.16666667,29.5,18.16666667,16.5,0.0,13
test,4032.png,4,4,64.66666667,31.5,22.33333333,22.5,0.0,10
test,4032.png,4,4,51.71807354,37.34307354,31.71807354,32.67640687,0.0,16
test,4037.png,4,4,41.09307354,33.0,32.42640687,28.0,0.0,83
test,4037.png,4,4,41.16666667,44.33333333,32.83333333,32.66666667,0.0,13
test,4037.png,4,4,62.0,20.16666667,14.33333333,12.16666667,0.0,14
test,4039.png,4,4,73.47056275,61.47056275,23.47056275,21.80389608,0.0,8
test,4039.png,4,4,71.16666667,61.0,23.16666667,19.0,0.0,19
test,4039.png,4,4,71.0,57.0,15.33333333,21.33333333,0.0,29
test,4051.png,4,4,44.6312294,47.58693175,34.60428136,34.19472391,0.0,56
test,4051.png,4,4,42.8847402,39.67640687,32.8847402,34.34307354,0.0,12
test,4051.png,4,4,42.97056275,39.66666667,32.97056275,32.33333333,0.0,27
test,4062.png,4,4,50.0,56.83933972,32.33333333,34.17267306,0.0,9
test,4062.png,4,4,50.16666667,44.33333333,33.83333333,21.0,0.0,10
test,4062.png,4,4,46.17640687,55.66666667,34.5097402,32.66666667,0.0,21
test,4075.png,4,4,54.5,45.66666667,22.83333333,28.33333333,0.0,9
test,4075.png,4,4,56.33333333,43.0097402,30.33333333,34.34307354,0.0,16
test,4075.png,4,4,55.0,50.66666667,23.0,23.66666667,0.0,16
test,4086.png,4,4,62.83333333,38.0,18.5,22.66666667,0.0,13
test,4086.png,4,4,58.66666667,40.97056275,24.33333333,33.97056275,0.0,131
test,4086.png,4,4,63.0,37.0,19.0,19.0,0.0,29
test,4091.png,4,4,52.66666667,31.7597402,22.66666667,32.09307354,0.0,23
test,4091.png,4,4,50.16666667,29.97056275,23.5,32.97056275,0.0,14
test,4091.png,4,4,52.5,32.16666667,17.16666667,30.83333333,0.0,50
test,4101.png,4,4,71.0,49.16666667,17.0,17.16666667,0.0,19
test,4101.png,4,4,71.33333333,47.33333333,20.33333333,22.0,0.0,20
test,4101.png,4,4,67.88100639,58.771239,33.88100639,34.10457233,0.0,16
test,4116.png,4,4,23.5,28.5,27.16666667,26.83333333,0.0,9
test,4116.png,4,4,22.66666667,26.16666667,23.33333333,23.16666667,0.0,14
test,4116.png,4,4,23.5,30.66666667,30.16666667,29.66666667,0.0,7
test,4121.png,4,4,18.83333333,26.33333333,17.16666667,18.33333333,0.0,15
test,4121.png,4,4,18.33333333,26.16666667,14.0,19.16666667,0.0,13
test,4121.png,4,4,25.0,31.83333333,23.66666667,26.83333333,0.0,6
test,416.png,4,4,60.83333333,23.83333333,13.16666667,11.5,0.0,10
test,416.png,4,4,60.5,19.16666667,20.5,15.5,0.0,8
test,416.png,4,4,60.33333333,19.16666667,17.33333333,18.5,0.0,31
test,4168.png,4,4,43.0,36.83333333,18.33333333,15.5,0.0,10
test,4168.png,4,4,42.13722942,38.0,18.13722942,14.66666667,0.0,63
test,4168.png,4,4,44.33333333,50.66666667,19.0,29.0,0.0,41
test,4174.png,4,4,56.0,18.83333333,23.0,15.83333333,0.0,16
test,4174.png,4,4,68.33333333,20.83333333,10.0,8.166666667,0.0,9
test,4174.png,4,4,56.16666667,20.66666667,17.83333333,16.33333333,0.0,20
test,4176.png,4,4,64.75175859,56.91707233,34.18438849,34.583739,0.0,33
test,4176.png,4,4,69.38722942,63.59307354,34.05389608,33.92640687,0.0,11
test,4176.png,4,4,64.42402598,63.44361471,31.85043285,32.99751079,0.0,37
test,4184.png,4,4,58.36277058,47.09307354,33.63722942,33.7597402,0.0,13
test,4184.png,4,4,65.83333333,45.16666667,29.16666667,24.5,0.0,121
test,4184.png,4,4,69.83333333,51.5,22.83333333,22.16666667,0.0,159
test,4187.png,4,4,40.83333333,31.16666667,19.5,28.5,0.0,20
test,4187.png,4,4,43.33333333,23.0,21.33333333,24.33333333,0.0,16
test,4187.png,4,4,45.0,33.13722942,21.33333333,34.13722942,0.0,13
test,4192.png,4,4,65.83333333,17.83333333,15.83333333,16.83333333,0.0,13
test,4192.png,4,4,61.33333333,19.33333333,25.0,20.0,0.0,10
test,4192.png,4,4,66.0,18.33333333,20.66666667,20.0,0.0,9
test,4195.png,4,4,67.5,27.16666667,29.16666667,21.16666667,0.0,7
test,4195.png,4,4,68.33333333,30.33333333,28.0,25.66666667,0.0,12
test,4195.png,4,4,68.66666667,32.16666667,29.0,27.16666667,0.0,44
test,4198.png,4,4,66.5,34.16666667,17.83333333,17.83333333,0.0,26
test,4198.png,4,4,10.83333333,39.5,13.5,11.83333333,0.0,12
test,4198.png,4,4,15.13722942,43.80389608,17.47056275,17.47056275,0.0,11
test,4200.png,4,4,71.33333333,31.5,21.33333333,28.83333333,0.0,6
test,4200.png,4,4,64.25,18.16666667,14.91666667,17.5,0.0,11
test,4200.png,4,4,65.33333333,16.66666667,13.33333333,14.0,0.0,208
test,4205.png,4,3,37.68308972,47.3222402,33.34975639,32.65557354,0.0,11
test,4205.png,4,4,39.30389608,43.47056275,32.63722942,32.13722942,0.0,84
test,4205.png,4,4,41.34307354,52.30389608,34.0097402,33.97056275,0.0,11
test,4207.png,4,4,70.33333333,28.33333333,23.33333333,26.33333333,0.0,12
test,4207.png,4,4,71.66666667,37.66666667,14.66666667,17.66666667,0.0,9
test,4207.png,4,4,70.0,29.61390687,27.66666667,27.28057354,0.0,25
test,4215.png,4,4,38.55389608,51.92640687,33.88722942,34.2597402,0.0,25
test,4215.png,4,4,39.36017306,51.90692646,34.02683972,33.09307354,0.0,13
test,4215.png,4,4,51.16666667,42.5,13.83333333,11.16666667,0.0,10
test,4216.png,4,4,79.16666667,41.83333333,16.83333333,17.16666667,0.0,148
test,4216.png,4,4,78.0,39.66666667,20.0,20.0,0.0,11
test,4216.png,4,4,76.66666667,45.0,10.33333333,11.0,0.0,8
test,4229.png,4,4,55.09307354,49.0097402,28.7597402,31.0097402,0.0,17
test,4229.png,4,4,56.16666667,46.66666667,29.16666667,28.33333333,0.0,11
test,4229.png,4,4,55.83333333,57.33333333,22.5,23.33333333,0.0,207
test,4241.png,4,4,76.69485931,20.83333333,31.07959952,21.83333333,0.0,89
test,4241.png,4,4,77.0,16.0,20.66666667,17.66666667,0.0,153
test,4241.png,4,4,74.66666667,18.66666667,17.0,16.66666667,0.0,12
test,4259.png,4,4,62.0,31.5,28.33333333,28.16666667,0.0,11
test,4259.png,4,4,63.16666667,35.83333333,17.83333333,18.83333333,0.0,13
test,4259.png,4,4,68.16666667,39.66666667,13.5,13.33333333,0.0,13
test,4264.png,4,4,34.33333333,24.66666667,23.0,19.33333333,0.0,20
test,4264.png,4,4,31.83333333,19.83333333,19.5,17.5,0.0,173
test,4264.png,4,4,32.5,22.83333333,16.83333333,15.5,0.0,8
test,4267.png,4,4,55.55389608,23.5,23.22056275,20.5,0.0,12
test,4267.png,4,4,53.0,16.66666667,16.33333333,16.66666667,0.0,24
test,4267.png,4,4,49.83333333,17.0,24.16666667,21.0,0.0,24
test,427.png,4,4,42.09307354,44.44350639,33.42640687,34.11017306,0.0,22
test,427.png,4,4,39.5,47.33333333,27.5,20.66666667,0.0,13
test,427.png,4,3,40.19610392,45.16666667,30.47056275,25.16666667,0.0,135
test,4275.png,4,4,55.17640687,64.66666667,34.17640687,28.66666667,0.0,10
test,4275.png,4,4,49.3847402,62.83333333,33.71807354,32.5,0.0,97
test,4275.png,4,4,39.88093341,68.49203994,34.11433811,33.99887919,1.253791233,41
test,4277.png,4,4,80.0,37.16666667,17.33333333,14.16666667,0.0,15
test,4277.png,4,4,83.66666667,35.5,16.66666667,15.16666667,0.0,8
test,4277.png,4,4,80.5,35.0,16.16666667,17.0,0.0,16
test,4278.png,4,4,62.0,44.83333333,22.33333333,19.16666667,0.0,8
test,4278.png,4,4,53.16666667,36.5,32.16666667,27.16666667,0.0,16
test,4278.png,4,4,61.0,40.33333333,28.0,26.0,0.0,10
test,4313.png,4,4,49.16666667,52.16666667,22.83333333,22.5,0.0,13
test,4313.png,4,4,56.80389608,27.13722942,17.47056275,17.47056275,0.0,18
test,4313.png,4,4,54.0,44.33333333,25.0,31.66666667,0.0,10
test,4323.png,4,4,60.5097402,34.21807354,34.5097402,33.8847402,0.0,34
test,4323.png,4,4,64.0,17.0,16.66666667,12.66666667,0.0,22
test,4323.png,4,3,63.83333333,17.5,21.5,14.83333333,0.0,24
test,4330.png,4,3,55.489989,56.36017306,31.82332233,29.36017306,0.0,15
test,4330.png,4,4,43.80389608,57.66666667,17.47056275,15.0,0.0,11
test,4330.png,4,4,43.59415566,45.5097402,33.26082233,32.84307354,0.0,99
test,4335.png,4,5,39.61017306,51.0,34.27683972,30.33333333,0.0,13
test,4335.png,4,4,13.72056275,38.33333333,19.05389608,17.66666667,0.0,24
test,4335.png,4,4,12.83333333,36.5,13.5,14.83333333,0.0,20
test,435.png,4,4,48.26082233,50.53165566,34.59415566,33.864989,0.0,31
test,435.png,4,4,45.5,64.16666667,27.16666667,21.16666667,0.0,8
test,435.png,4,4,40.02683972,52.66666667,34.36017306,30.66666667,0.0,242
test,4356.png,4,4,45.83333333,72.5,27.5,21.83333333,0.0,16
test,4356.png,4,4,49.33333333,71.66666667,24.0,26.0,0.0,233
test,4356.png,4,4,45.5097402,67.33333333,33.17640687,29.0,0.0,22
test,4360.png,4,4,21.83333333,13.0,11.5,10.33333333,0.0,9
test,4360.png,4,4,26.66666667,13.33333333,19.66666667,14.0,0.0,118
test,4360.png,4,4,22.66666667,17.83333333,18.0,15.83333333,0.0,9
test,4372.png,4,4,70.5,43.16666667,23.83333333,25.83333333,0.0,10
test,4372.png,4,4,69.66666667,47.16666667,21.33333333,22.5,0.0,12
test,4372.png,4,4,73.66666667,55.83333333,11.0,12.16666667,0.0,9
test,4383.png,4,4,33.66666667,18.0,20.33333333,18.66666667,0.0,11
test,4383.png,4,4,41.46807354,26.66666667,32.80140687,29.33333333,0.0,9
test,4383.png,4,4,33.16666667,16.0,21.5,13.33333333,0.0,11
test,4386.png,4,4,46.33333333,29.88722942,29.66666667,30.55389608,0.0,28
test,4386.png,4,4,43.83333333,37.83333333,27.5,24.16666667,0.0,11
test,4386.png,4,4,45.0,27.82359313,31.66666667,33.5097402,0.0,17
test,440.png,4,4,26.33333333,49.66666667,19.66666667,16.66666667,0.0,10
test,440.png,4,4,24.5,45.5,23.5,24.83333333,0.0,38
test,440.png,4,4,34.5,46.0,27.5,29.0,0.0,84
test,4400.png,4,4,65.90692646,57.66666667,31.7597402,32.0,0.0,20
test,4400.png,4,4,76.66666667,63.5,25.33333333,23.16666667,0.0,10
test,4400.png,4,4,79.16666667,67.16666667,17.5,23.83333333,0.0,11
test,4405.png,4,6,84.13722942,37.0,9.470562748,13.66666667,0.0,37
test,4405.png,4,5,69.5097402,46.33333333,32.84307354,29.33333333,0.0,13
test,4405.png,4,4,71.30389608,41.13722942,29.30389608,27.13722942,0.0,16
test,4407.png,4,4,39.83333333,52.25,25.16666667,22.58333333,0.0,19
test,4407.png,4,4,39.36152598,53.0,33.07959952,34.0,0.0,16
test,4407.png,4,4,38.66666667,52.66666667,23.33333333,30.0,0.0,36
test,4415.png,4,4,72.83333333,34.66666667,20.16666667,21.66666667,0.0,8
test,4415.png,4,4,73.0,37.66666667,23.33333333,22.33333333,0.0,28
test,4415.png,4,4,72.0,36.72056275,23.33333333,17.05389608,0.0,31
test,4433.png,4,4,36.0,17.66666667,21.33333333,22.0,0.0,16
test,4433.png,4,4,35.0,16.66666667,22.66666667,15.0,0.0,200
test,4433.png,4,4,35.34307354,24.5097402,34.34307354,31.84307354,0.0,16
test,4438.png,4,4,47.33333333,29.33333333,20.66666667,17.0,0.0,10
test,4438.png,4,4,50.5,32.0,32.16666667,24.33333333,0.0,10
test,4438.png,4,4,47.33333333,28.16666667,17.66666667,15.83333333,0.0,13
test,4447.png,4,4,18.16666667,27.66666667,17.5,22.33333333,0.0,21
test,4447.png,4,4,17.83333333,28.66666667,18.83333333,22.0,0.0,10
test,4447.png,4,4,19.5,32.0,13.16666667,18.33333333,0.0,14
test,4452.png,4,4,21.5,50.16666667,9.833333333,9.5,0.0,374
test,4452.png,4,4,22.83333333,47.5,14.5,16.83333333,0.0,11
test,4452.png,4,4,23.66666667,41.66666667,13.66666667,9.666666667,0.0,14
test,4463.png,4,4,39.83333333,55.83333333,32.83333333,25.16666667,0.0,12
test,4463.png,4,4,39.06273628,51.521239,34.06273628,33.85457233,0.0,29
test,4463.png,4,4,35.42640687,49.05140687,33.09307354,34.05140687,0.0,15
test,4464.png,4,4,66.16666667,34.33333333,22.83333333,19.33333333,0.0,9
test,4464.png,4,4,63.33333333,37.66666667,17.66666667,16.66666667,0.0,297
test,4464.png,4,4,63.83333333,35.26082233,34.16666667,32.927489,0.0,173
test,4473.png,4,4,59.33333333,38.33333333,20.33333333,18.66666667,0.0,131
test,4473.png,4,4,56.0,42.0,18.0,17.33333333,0.0,19
test,4473.png,4,4,56.83333333,40.16666667,18.83333333,17.83333333,0.0,20
test,4485.png,4,4,35.66666667,47.16666667,18.33333333,20.16666667,0.0,17
test,4485.png,4,4,35.16666667,40.83333333,22.5,26.16666667,0.0,22
test,4485.png,4,4,44.66666667,44.55389608,33.66666667,34.55389608,0.0,65
test,4508.png,4,4,19.0,40.83333333,16.66666667,20.5,0.0,354
test,4508.png,4,4,44.72056275,39.71807354,32.05389608,32.05140687,0.0,13
test,4508.png,4,4,19.0,41.5,13.33333333,13.16666667,0.0,14
test,4516.png,4,4,11.0,36.66666667,11.66666667,12.0,0.0,61
test,4516.png,4,4,19.5,47.66666667,22.5,26.66666667,0.0,117
test,4516.png,4,4,31.44350639,46.80389608,33.77683972,28.80389608,0.0,14
test,4531.png,4,4,77.0,21.83333333,16.66666667,15.16666667,0.0,79
test,4531.png,4,4,79.5,15.5,11.16666667,15.16666667,0.0,9
test,4531.png,4,4,78.0,27.66666667,25.66666667,17.66666667,0.0,15
test,4540.png,4,4,46.30140687,61.5,30.6347402,28.5,0.0,25
test,4540.png,4,4,47.8847402,59.5097402,33.55140687,34.17640687,0.0,11
test,4540.png,4,4,50.02683972,55.6347402,34.02683972,33.96807354,0.0,8
test,4546.png,4,4,70.83333333,32.33333333,16.5,18.66666667,0.0,232
test,4546.png,4,4,40.67640687,36.1347402,30.0097402,30.46807354,0.0,14
test,4546.png,4,4,72.83333333,31.34307354,27.5,33.34307354,0.0,34
test,4551.png,4,4,70.16666667,34.58333333,24.16666667,31.25,0.0,7
test,4551.png,4,4,70.66666667,21.66666667,17.66666667,17.33333333,0.0,13
test,4551.png,4,4,69.0,24.16666667,21.66666667,21.5,0.0,32
test,4554.png,4,4,68.33333333,19.66666667,16.66666667,12.0,0.0,258
test,4554.png,4,4,72.5,18.5,19.16666667,19.83333333,0.0,146
test,4554.png,4,4,73.16666667,17.83333333,19.5,17.16666667,0.0,32
test,4558.png,4,4,72.66666667,35.83333333,22.66666667,22.5,0.0,16
test,4558.png,4,4,64.66666667,31.5,28.66666667,24.16666667,0.0,20
test,4558.png,4,4,65.33333333,32.33333333,25.33333333,23.0,0.0,427
test,4563.png,4,4,10.38722942,32.5,12.05389608,12.16666667,0.0,9
test,4563.png,4,4,16.33333333,30.0,19.66666667,20.33333333,0.0,10
test,4563.png,4,4,13.5,31.5,13.83333333,17.83333333,0.0,13
test,4572.png,4,4,65.5,37.16666667,28.83333333,30.16666667,0.0,79
test,4572.png,4,4,62.16666667,28.0,18.16666667,13.66666667,0.0,29
test,4572.png,4,4,55.33333333,31.16666667,22.0,16.83333333,0.0,6
test,4573.png,4,5,29.5097402,45.83333333,33.17640687,29.83333333,0.0,11
test,4573.png,4,4,21.83333333,41.33333333,22.16666667,15.0,0.0,14
test,4573.png,4,4,21.33333333,41.83333333,22.0,20.83333333,0.0,15
test,4579.png,4,3,80.5,27.83333333,13.16666667,12.5,0.0,9
test,4579.png,4,4,69.83333333,28.84307354,24.83333333,26.17640687,0.0,133
test,4579.png,4,4,78.0,24.16666667,10.66666667,15.5,0.0,11
test,4585.png,4,4,48.0,23.16666667,18.33333333,20.5,0.0,14
test,4585.png,4,4,46.16666667,19.66666667,18.16666667,16.33333333,0.0,136
test,4585.png,4,4,50.83333333,35.59307354,29.83333333,33.92640687,0.0,14
test,4586.png,4,4,73.33333333,41.0,22.33333333,20.66666667,0.0,18
test,4586.png,4,4,68.66666667,41.5,17.66666667,11.5,0.0,8
test,4586.png,4,4,75.08333333,44.33333333,19.08333333,21.0,0.0,14
test,4590.png,4,4,53.09307354,46.5,33.7597402,33.5,0.0,9
test,4590.png,4,4,52.42640687,39.22056275,33.7597402,33.55389608,0.0,10
test,4590.png,4,4,55.18149361,45.69485931,33.48517306,33.41293285,0.0,21
test,4608.png,4,4,77.5,29.66666667,19.5,18.0,0.0,12
test,4608.png,4,4,82.16666667,34.16666667,13.83333333,14.16666667,0.0,379
test,4608.png,4,4,73.66666667,30.29767306,29.0,33.96433972,0.0,58
test,4609.png,4,4,79.66666667,22.66666667,14.33333333,15.0,0.0,9
test,4609.png,4,4,75.66666667,23.16666667,18.33333333,19.83333333,0.0,39
test,4609.png,4,4,76.0,24.16666667,22.66666667,23.83333333,0.0,13
test,4610.png,4,4,77.16666667,17.83333333,13.83333333,14.83333333,0.0,13
test,4610.png,4,4,68.5,31.30389608,32.16666667,32.97056275,0.0,14
test,4610.png,4,4,76.66666667,16.33333333,19.0,19.0,0.0,10
test,4611.png,4,4,27.66666667,38.5,22.66666667,23.5,0.0,8
test,4611.png,4,4,24.33333333,36.66666667,22.0,33.66666667,0.0,246
test,4611.png,4,4,28.5,40.0,27.5,24.0,0.0,46
test,462.png,4,4,41.33333333,25.5,26.33333333,24.83333333,0.0,11
test,462.png,4,4,42.16666667,35.84307354,24.16666667,33.84307354,0.0,56
test,462.png,4,4,41.05389608,36.21807354,34.05389608,34.55140687,0.0,16
test,4630.png,4,4,60.83333333,41.6347402,27.83333333,33.96807354,0.0,44
test,4630.png,4,4,63.83333333,46.83333333,19.83333333,29.16666667,0.0,27
test,4630.png,4,4,62.0,30.5,18.33333333,20.16666667,0.0,12
test,4635.png,4,4,44.66666667,25.33333333,19.0,18.66666667,0.0,55
test,4635.png,4,4,47.5,25.75,18.5,16.75,0.0,114
test,4635.png,4,4,51.55140687,32.97056275,33.55140687,33.30389608,0.0,49
test,4637.png,4,4,68.33333333,31.54902598,29.66666667,34.72543285,0.0,258
test,4637.png,4,4,73.83333333,17.66666667,14.83333333,16.33333333,0.0,12
test,4637.png,4,4,74.66666667,19.33333333,14.0,15.33333333,0.0,219
test,4654.png,4,4,46.7597402,36.83333333,33.42640687,31.5,0.0,12
test,4654.png,4,4,47.13582233,39.0,33.802489,32.33333333,0.0,9
test,4654.png,4,4,46.56861471,38.60457233,33.37251079,32.93790566,0.0,15
test,4659.png,4,4,66.5097402,43.66666667,33.17640687,29.0,0.0,10
test,4659.png,4,4,62.5097402,49.22056275,34.17640687,33.22056275,0.0,11
test,4659.png,4,4,64.71807354,44.5097402,29.71807354,32.5097402,0.0,9
test,4689.png,4,4,31.5,24.33333333,27.5,24.0,0.0,10
test,4689.png,4,4,23.66666667,16.5,12.66666667,9.5,0.0,54
test,4689.png,4,4,28.0,16.66666667,18.33333333,16.0,0.0,9
test,4703.png,4,4,56.27683972,37.69350639,33.27683972,33.69350639,0.0,10
test,4703.png,4,4,71.66666667,26.0,19.66666667,18.66666667,0.0,20
test,4703.png,4,4,67.13722942,24.41666667,19.80389608,18.08333333,0.0,19
test,4719.png,4,4,49.0,51.8847402,24.0,34.21807354,0.0,7
test,4719.png,4,4,50.0,45.33333333,23.33333333,20.0,0.0,8
test,4719.png,4,4,46.83333333,44.33333333,24.83333333,25.0,0.0,20
test,4720.png,4,4,76.0,54.16666667,29.66666667,30.5,0.0,21
test,4720.png,4,4,80.5,51.0,11.5,11.0,0.0,362
test,4720.png,4,4,73.66666667,47.16666667,25.33333333,20.5,-0.232979239,309
test,4726.png,4,4,11.0,28.0,9.333333333,9.666666667,0.0,33
test,4726.png,4,4,13.0,25.0,11.66666667,15.0,0.0,16
test,4726.png,4,4,33.23528137,30.90692646,34.37251079,33.7597402,0.0,87
test,4730.png,4,4,20.66666667,17.66666667,26.0,20.66666667,0.0,40
test,4730.png,4,4,22.5,18.66666667,11.5,13.33333333,0.0,8
test,4730.png,4,4,22.16666667,22.71807354,23.16666667,32.3847402,0.0,15
test,4737.png,4,4,15.83333333,28.66666667,13.5,13.33333333,0.0,32
test,4737.png,4,4,19.0,24.33333333,17.66666667,21.33333333,0.0,9
test,4737.png,4,4,22.16666667,24.66666667,20.83333333,20.66666667,0.0,163
test,4743.png,4,4,31.33333333,19.41666667,12.33333333,13.25,0.0,23
test,4743.png,4,4,34.5,27.55140687,31.83333333,33.8847402,0.0,8
test,4743.png,4,4,30.66666667,20.83333333,14.66666667,9.833333333,0.0,8
test,4755.png,4,4,84.83333333,77.66666667,11.5,12.33333333,0.0,9
test,4755.png,4,4,76.13722942,72.63722942,17.47056275,23.97056275,0.0,11
test,4755.png,4,4,70.13582233,68.5,33.13582233,28.16666667,0.0,79
test,4782.png,4,4,77.0,18.33333333,20.0,18.33333333,0.0,8
test,4782.png,4,4,71.0,15.16666667,12.33333333,16.16666667,0.0,11
test,4782.png,4,4,64.83333333,8.666666667,7.5,9.333333333,0.0,13
test,48.png,4,4,34.66666667,23.66666667,23.33333333,23.33333333,0.0,16
test,48.png,4,4,35.67640687,32.114989,33.34307354,34.114989,0.0,91
test,48.png,4,4,34.83333333,27.0,29.83333333,27.0,0.0,19
test,4802.png,4,4,46.33333333,32.16666667,23.0,22.5,0.0,246
test,4802.png,4,4,43.21807354,27.66666667,33.55140687,28.33333333,0.0,13
test,4802.png,4,4,44.21807354,33.13722942,33.21807354,33.47056275,0.0,7
test,4806.png,4,4,37.13722942,27.63722942,33.80389608,33.63722942,0.0,13
test,4806.png,4,4,37.0,28.5,25.33333333,25.83333333,0.0,9
test,4806.png,4,4,39.0,29.83333333,29.33333333,27.16666667,0.0,17
test,4807.png,4,8,47.55389608,58.5097402,32.55389608,33.5097402,0.0,20
test,4807.png,4,4,47.16666667,56.66666667,31.83333333,31.33333333,0.0,8
test,4807.png,4,4,47.0,56.33333333,26.66666667,24.0,0.0,12
